,Rank,Player,Efficiency,Unnamed: 0,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,Height_cm,Unnamed: 0.1,BODY FAT %,"
            HAND LENGTH (inches)
          ",HAND WIDTH (inches),STANDING REACH,WINGSPAN
56,57,Emeka Okafor,15.72,526.0,6-10,255.0,Connecticut,USA,2004.0,1,2,208.28,353.0,5.30%,-,-,9' 2.5'',7' 4''
57,58,Caron Butler,15.66,421.0,6-7,228.0,Connecticut,USA,2002.0,1,10,200.66,156.0,-%,-,-,8' 7.5'',6' 11.5''
58,59,Mehmet Okur,15.66,401.0,6-11,260.0,None,Turkey,2001.0,2,37,210.82,,,,,,
59,60,Mo Williams,15.47,504.0,6-1,195.0,Alabama,USA,2003.0,2,47,185.42,299.0,6.70%,-,-,8' 2.5'',6' 5.5''
60,61,Al Harrington,15.11,254.0,6-9,250.0,None,USA,1998.0,1,25,205.74,,,,,,
61,62,Jermaine O'Neal,15.08,184.0,6-11,255.0,None,USA,1996.0,1,17,210.82,,,,,,
62,63,O.J. Mayo,15.04,739.0,6-4,210.0,Southern California,USA,2008.0,1,3,193.04,666.0,6.30%,-,-,8' 3.5'',6' 6''
63,64,Jeff Green,15.01,707.0,6-9,235.0,Georgetown,USA,2007.0,1,5,205.74,561.0,3.70%,-,-,8' 7'',7' 1.25''
64,65,Andray Blatche,15.0,601.0,6-11,260.0,None,USA,2005.0,2,49,210.82,,,,,,
65,66,Trevor Ariza,14.88,549.0,6-8,210.0,UCLA,USA,2004.0,2,43,203.2,304.0,8.00%,-,-,8' 11.5'',7' 2''
66,67,Andre Miller,14.74,319.0,6-2,200.0,Utah,USA,1999.0,1,8,187.96,,,,,,
67,68,Ray Allen,14.72,201.0,6-5,205.0,Connecticut,USA,1996.0,1,5,195.58,,,,,,
68,69,Rodney Stuckey,14.71,674.0,6-5,205.0,Eastern Washington,USA,2007.0,1,15,195.58,600.0,6.10%,-,-,8' 4.5'',6' 7.25''
69,70,Danilo Gallinari,14.67,763.0,6-10,225.0,None,Italy,2008.0,1,6,208.28,,,,,,
70,71,Raymond Felton,14.58,602.0,6-1,205.0,North Carolina,USA,2005.0,1,5,185.42,403.0,-%,-,-,8' 2'',6' 4.25''
71,72,Vince Carter,14.46,271.0,6-6,220.0,North Carolina,USA,1998.0,1,5,198.12,,,,,,
72,73,Elton Brand,14.34,282.0,6-9,254.0,Duke,USA,1999.0,1,1,205.74,,,,,,
73,74,Beno Udrih,14.28,535.0,6-3,203.0,None,Slovenia,2004.0,1,28,190.5,377.0,9.30%,-,-,8' 2'',6' 4.5''
74,75,Drew Gooden,14.27,450.0,6-10,250.0,Kansas,USA,2002.0,1,4,208.28,169.0,-%,-,-,8' 10.5'',7' 0.5''
75,76,Anderson Varejao,14.26,538.0,6-11,260.0,None,Brazil,2004.0,2,30,210.82,,,,,,
76,77,Boris Diaw,14.21,481.0,6-8,235.0,None,France,2003.0,1,21,203.2,,,,,,
77,78,Michael Beasley,14.19,728.0,6-10,235.0,Kansas State,USA,2008.0,1,2,208.28,622.0,7.70%,-,-,8' 11'',7' 0.25''
78,79,Jameer Nelson,14.19,527.0,6-0,190.0,None,USA,2004.0,1,20,182.88,351.0,8.00%,-,-,7' 11'',6' 2.5''
79,80,John Salmons,14.12,438.0,6-6,207.0,Miami (FL),USA,2002.0,1,26,198.12,208.0,-%,-,-,8' 8'',6' 10.25''
80,81,Jamal Crawford,14.09,369.0,6-5,200.0,Michigan,USA,2000.0,1,8,195.58,10.0,-%,-,-,8' 6.5'',6' 10''
81,82,Shawn Marion,14.06,320.0,6-7,228.0,Nevada-Las Vegas,USA,1999.0,1,9,200.66,,,,,,
82,83,Roy Hibbert,14.0,725.0,7-2,260.0,Georgetown,USA,2008.0,1,17,218.44,,,,,,
83,84,Brandon Jennings,13.89,769.0,6-1,169.0,None,USA,2009.0,1,10,185.42,,,,,,
84,85,Grant Hill,13.85,135.0,6-8,225.0,Duke,USA,1994.0,1,3,203.2,,,,,,
85,86,Jason Terry,13.83,283.0,6-2,180.0,Arizona,USA,1999.0,1,10,187.96,,,,,,
86,87,Kendrick Perkins,13.46,487.0,6-10,270.0,None,USA,2003.0,1,27,208.28,,,,,,
87,88,Hedo Turkoglu,13.45,329.0,6-10,220.0,None,Turkey,2000.0,1,16,208.28,,,,,,
88,89,Rashard Lewis,13.43,261.0,6-10,230.0,None,USA,1998.0,2,32,208.28,,,,,,
89,90,Udonis Haslem,13.33,1905.0,6-8,235.0,Florida,USA,0.0,Undrafted,Undrafted,203.2,,,,,,
90,91,Darren Collison,13.3,781.0,6-0,160.0,UCLA,USA,2009.0,1,21,182.88,704.0,5.70%,-,-,8' 0.5'',6' 3''
91,92,Jarrett Jack,13.21,574.0,6-3,197.0,Georgia Tech,USA,2005.0,1,22,190.5,421.0,-%,-,-,8' 4'',6' 7.5''
92,93,Channing Frye,13.12,614.0,6-11,245.0,Arizona,USA,2005.0,1,8,210.82,408.0,-%,-,-,9' 2.5'',7' 2.5''
93,94,Taj Gibson,12.97,786.0,6-9,225.0,USC,USA,2009.0,1,26,205.74,713.0,6.60%,-,-,9' 1'',7' 4''
94,95,Mike Conley,12.71,699.0,6-1,185.0,Ohio State,USA,2007.0,1,4,185.42,549.0,4.20%,-,-,7' 10.5'',6' 5.75''
95,96,Spencer Hawes,12.69,669.0,7-1,245.0,Washington,USA,2007.0,1,10,215.9,563.0,13.00%,-,-,9' 2'',7' 0.5''
96,97,Kirk Hinrich,12.58,512.0,6-4,190.0,Kansas,USA,2003.0,1,7,193.04,254.0,5.30%,-,-,8' 2.5'',6' 6''
97,98,Ersan Ilyasova,12.35,588.0,6-10,235.0,None,Turkey,2005.0,2,36,208.28,420.0,-%,-,-,9' 1.5'',7' 1.25''
98,99,Carlos Delfino,12.28,485.0,6-6,230.0,None,Argentina,2003.0,1,25,198.12,,,,,,
99,100,Richard Jefferson,12.27,375.0,6-7,230.0,Arizona,USA,2001.0,1,13,200.66,108.0,6.70%,-,-,8' 7'',7' 0''
