,Rank,Player,Efficiency,Unnamed: 0,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,Height_cm,Unnamed: 0.1,BODY FAT %,"
            HAND LENGTH (inches)
          ",HAND WIDTH (inches),STANDING REACH,WINGSPAN
35,36,Goran Dragic,19.25,755.0,6-3,190.0,None,Slovenia,2008.0,2,45,190.5,,,,,,
36,37,Carmelo Anthony,18.93,490.0,6-8,230.0,Syracuse,USA,2003.0,1,3,203.2,227.0,8.00%,-,-,8' 9.5'',7' 0''
37,38,Brook Lopez,18.8,718.0,7-0,265.0,Stanford,USA,2008.0,1,10,213.36,663.0,6.30%,-,-,9' 5'',7' 5.5''
38,39,Myles Turner,18.54,1086.0,6-11,255.0,Texas,USA,2015.0,1,11,210.82,1075.0,9.30%,9.25,9.25,9' 4'',7' 4''
39,40,LaMarcus Aldridge,18.24,627.0,6-11,240.0,Texas,USA,2006.0,1,2,210.82,467.0,8.70%,-,-,9' 2'',7' 4.75''
40,41,Marcin Gortat,18.18,609.0,6-11,240.0,None,Poland,2005.0,2,57,210.82,412.0,-%,-,-,9' 2'',7' 3.5''
41,42,Nicolas Batum,18.16,734.0,6-8,200.0,None,France,2008.0,1,25,203.2,,,,,,
42,43,Ricky Rubio,17.95,809.0,6-4,180.0,None,Spain,2009.0,1,5,193.04,,,,,,
43,44,Clint Capela,17.79,1048.0,6-10,240.0,None,Switzerland,2014.0,1,25,208.28,,,,,,
44,45,Julius Randle,17.76,1081.0,6-9,250.0,Kentucky,USA,2014.0,1,7,205.74,1012.0,9.40%,8.75,8.25,8' 9.5'',7' 0''
45,46,Otto Porter,17.74,,,,,,,,,,,,,,,
46,47,Jonas Valanciunas,17.19,913.0,7-0,255.0,None,Lithuania,2011.0,1,5,213.36,,,,,,
47,48,Andrew Wiggins,16.89,1031.0,6-8,202.0,Kansas,Canada,2014.0,1,1,203.2,,,,,,
48,49,Klay Thompson,16.86,871.0,6-7,205.0,Washington State,USA,2011.0,1,11,200.66,839.0,8.00%,8.75,9.25,8' 7.5'',6' 9''
49,50,Dennis Schroder,16.79,988.0,6-1,172.0,None,Germany,2013.0,1,17,185.42,960.0,4.10%,8.75,10.5,8' 2'',6' 7.75''
50,51,Elfrid Payton,16.65,1032.0,6-4,185.0,Louisana-Lafayette,USA,2014.0,1,10,193.04,1010.0,5.65%,8.75,9.0,8' 2.5'',6' 8''
51,52,Serge Ibaka,16.6,733.0,6-10,235.0,None,Democratic Re...,2008.0,1,24,208.28,,,,,,
52,53,Mason Plumlee,16.58,994.0,6-11,255.0,Duke,USA,2013.0,1,22,210.82,955.0,6.15%,9.75,9.5,9' 0'',6' 11''
53,54,Harrison Barnes,16.34,977.0,6-8,225.0,North Carolina,USA,2012.0,1,7,203.2,847.0,9.60%,9.0,8.5,8' 5.5'',6' 11.25''
54,55,Gorgui Dieng,16.3,993.0,6-11,251.0,Louisville,Senegal,2013.0,1,21,210.82,922.0,5.35%,9.0,10.0,9' 3.5'',7' 3.5''
55,56,Pau Gasol,16.27,393.0,7-0,250.0,None,Spain,2001.0,1,3,213.36,,,,,,
56,57,Jae Crowder,16.19,951.0,6-6,235.0,Marquette,USA,2012.0,2,34,198.12,852.0,9.00%,9.5,10.5,8' 3.5'',6' 9.25''
57,58,Wilson Chandler,15.86,683.0,6-8,225.0,DePaul,USA,2007.0,1,23,203.2,,,,,,
58,59,Tobias Harris,15.79,879.0,6-8,226.0,Tennessee,USA,2011.0,1,19,203.2,805.0,8.40%,8.75,9.0,8' 7.5'',6' 11''
59,60,Avery Bradley,15.74,828.0,6-2,180.0,Texas,USA,2010.0,1,19,187.96,748.0,4.00%,8.25,9.5,8' 2.5'',6' 7.25''
60,61,Greg Monroe,15.67,866.0,6-11,250.0,Georgetown,USA,2010.0,1,7,210.82,772.0,11.20%,8.75,9.5,9' 0.5'',7' 2.25''
61,62,Steven Adams,15.53,983.0,7-0,255.0,Pittsburgh,New Zealand,2013.0,1,12,213.36,907.0,6.65%,9.5,11.0,9' 1.5'',7' 4.5''
62,63,Devin Booker,15.33,1088.0,6-6,210.0,Kentucky,USA,2015.0,1,13,198.12,1030.0,8.30%,8.75,9.0,8' 6.5'',6' 8.25''
63,64,Tristan Thompson,15.28,902.0,6-9,227.0,Texas,Canada,2011.0,1,4,205.74,840.0,6.20%,8.75,9.25,9' 0.5'',7' 1.25''
64,65,James Johnson,15.17,775.0,6-9,248.0,Wake Forest,USA,2009.0,1,16,205.74,723.0,12.00%,-,-,8' 9.5'',7' 0.75''
65,66,Zach Randolph,15.13,381.0,6-9,260.0,Michigan State,USA,2001.0,1,19,205.74,,,,,,
66,67,Trevor Booker,15.1,833.0,6-8,240.0,Clemson,USA,2010.0,1,23,203.2,746.0,7.30%,9.0,9.5,8' 10'',6' 9.75''
67,68,Markieff Morris,15.01,873.0,6-10,245.0,Kansas,USA,2011.0,1,13,208.28,824.0,10.20%,8.5,8.25,8' 10.5'',6' 10.75''
68,69,Enes Kanter,14.97,891.0,6-11,267.0,,Turkey,2011.0,1,3,210.82,813.0,5.90%,9.5,10.75,9' 1.5'',7' 1.5''
69,70,Patrick Beverley,14.74,803.0,6-1,185.0,None,USA,2009.0,2,42,185.42,,,,,,
70,71,Thaddeus Young,14.63,671.0,6-8,220.0,Georgia Tech,USA,2007.0,1,12,203.2,616.0,4.90%,-,-,8' 10'',6' 11.5''
71,72,Trevor Ariza,14.34,549.0,6-8,210.0,UCLA,USA,2004.0,2,43,203.2,304.0,8.00%,-,-,8' 11.5'',7' 2''
72,73,Michael Kidd-Gilchrist,14.31,935.0,6-7,232.0,Kentucky,USA,2012.0,1,2,200.66,874.0,7.00%,9.0,10.25,8' 8.5'',7' 0''
73,74,Tyler Johnson,14.25,1823.0,6-4,190.0,Fresno State,USA,0.0,Undrafted,Undrafted,193.04,,,,,,
74,75,Marvin Williams,14.18,571.0,6-9,245.0,North Carolina,USA,2005.0,1,2,205.74,460.0,-%,-,-,9' 0'',7' 3.5''
75,76,Victor Oladipo,14.06,991.0,6-4,210.0,Indiana,USA,2013.0,1,2,193.04,951.0,6.55%,8.75,9.25,8' 4.5'',6' 9.25''
76,77,Rajon Rondo,13.97,629.0,6-1,186.0,Kentucky,USA,2006.0,1,21,185.42,,,,,,
77,78,Lou Williams,13.92,598.0,6-1,175.0,None,USA,2005.0,2,45,185.42,,,,,,
78,79,Robin Lopez,13.43,723.0,7-0,255.0,Stanford,USA,2008.0,1,15,213.36,,,,,,
79,80,Aaron Gordon,13.2,1063.0,6-9,220.0,Arizona,USA,2014.0,1,4,205.74,990.0,5.05%,8.75,10.5,8' 9'',6' 11.75''
80,81,Ersan Ilyasova,12.98,588.0,6-10,235.0,None,Turkey,2005.0,2,36,208.28,420.0,-%,-,-,9' 1.5'',7' 1.25''
81,82,Dario Saric,12.9,1034.0,6-10,223.0,None,Croatia,2014.0,1,12,208.28,,,,,,
82,83,Taj Gibson,12.86,786.0,6-9,225.0,USC,USA,2009.0,1,26,205.74,713.0,6.60%,-,-,9' 1'',7' 4''
83,84,JaMychal Green,12.81,1751.0,6-9,227.0,Alabama,USA,0.0,Undrafted,Undrafted,205.74,,,,,,
84,85,TJ McConnell,12.75,,,,,,,,,,,,,,,
85,86,Guillermo Hernangomez,12.62,,,,,,,,,,,,,,,
86,87,Marcus Morris,12.59,,,,,,,,,,,,,,,
87,88,Seth Curry,12.54,1579.0,6-2,185.0,Duke,USA,0.0,Undrafted,Undrafted,187.96,,,,,,
88,89,Eric Gordon,12.48,765.0,6-3,215.0,Indiana,USA,2008.0,1,7,190.5,643.0,8.20%,-,-,8' 3'',6' 9''
89,90,Marcus Smart,12.4,1079.0,6-4,220.0,Oklahoma State,USA,2014.0,1,6,193.04,1015.0,10.55%,9.0,8.75,8' 3'',6' 9.25''
90,91,Andre Iguodala,12.39,560.0,6-6,207.0,Arizona,USA,2004.0,1,9,198.12,334.0,6.70%,-,-,8' 9.5'',6' 11''
91,92,Wesley Matthews,12.32,1906.0,6-5,220.0,Marquette,USA,0.0,Undrafted,Undrafted,195.58,,,,,,
92,93,Jon Leuer,12.27,903.0,6-10,228.0,Wisconsin,USA,2011.0,2,40,208.28,818.0,5.40%,8.75,9.75,8' 9.5'',7' 0''
93,94,Malcolm Brogdon,12.09,1156.0,6-5,215.0,Virginia,USA,2016.0,2,36,195.58,1092.0,5.40%,9.00,10.25,8' 2'',6' 10.5''
94,95,Ryan Anderson,12.08,730.0,6-10,240.0,California,USA,2008.0,1,21,208.28,,,,,,
95,96,Kentavious Caldwell-Pope,12.03,1029.0,6-5,205.0,Georgia,USA,2013.0,1,8,195.58,912.0,6.45%,8.5,9.0,8' 4.5'',6' 8''
96,97,Courtney Lee,11.86,731.0,6-5,200.0,Western Kentucky,USA,2008.0,1,22,195.58,,,,,,
97,98,Rondae Hollis-Jefferson,11.81,1099.0,6-7,214.0,Arizona,USA,2015.0,1,23,200.66,1047.0,5.00%,8.75,9.75,8' 8'',7' 2''
98,99,Alex Len,11.81,1022.0,7-1,250.0,Maryland,Ukraine,2013.0,1,5,215.9,940.0,6.40%,9.0,10.75,,7' 3.5''
99,100,Jordan Clarkson,11.8,1070.0,6-5,194.0,Missouri,USA,2014.0,2,46,195.58,981.0,4.30%,8.25,9.0,8' 2'',6' 8''
