,Rank,Player,Efficiency,Unnamed: 0,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,Height_cm,Unnamed: 0.1,BODY FAT %,"
            HAND LENGTH (inches)
          ",HAND WIDTH (inches),STANDING REACH,WINGSPAN
15,16,Al Horford,21.84,690.0,6-10,250.0,Florida,Dominican Rep...,2007.0,1,3,208.28,566.0,9.10%,-,-,8' 11'',7' 0.75''
16,17,Russell Westbrook,21.82,750.0,6-3,187.0,UCLA,USA,2008.0,1,4,190.5,692.0,4.80%,-,-,8' 4'',6' 7.75''
17,18,David Lee,21.18,583.0,6-9,240.0,Florida,USA,2005.0,1,30,205.74,427.0,-%,-,-,8' 10.5'',7' 0''
18,19,Steve Nash,20.99,182.0,6-3,178.0,Santa Clara,Canada,1996.0,1,15,190.5,,,,,,
19,20,Kobe Bryant,20.9,180.0,6-6,205.0,None,USA,1996.0,1,13,198.12,,,,,,
20,21,Kevin Garnett,20.76,171.0,6-11,253.0,None,USA,1995.0,1,5,210.82,,,,,,
21,22,Paul Millsap,20.57,655.0,6-8,253.0,Louisiana Tech,USA,2006.0,2,47,203.2,508.0,9.70%,-,-,8' 9.5'',7' 1.5''
22,23,David West,20.39,477.0,6-9,240.0,Xavier,USA,2003.0,1,18,205.74,298.0,8.00%,-,-,9' 0.25'',7' 4.25''
23,24,Monta Ellis,20.29,593.0,6-3,185.0,None,USA,2005.0,2,40,190.5,402.0,-%,-,-,8' 2'',6' 2.75''
24,25,Chris Bosh,20.2,498.0,6-11,235.0,Georgia Tech,USA,2003.0,1,4,210.82,233.0,8.00%,-,-,9' 1'',7' 3.5''
25,26,Josh Smith,19.98,523.0,6-9,225.0,None,USA,2004.0,1,17,205.74,369.0,6.70%,-,-,8' 10.5'',7' 0''
26,27,Paul Pierce,19.67,240.0,6-7,235.0,Kansas,USA,1998.0,1,10,200.66,,,,,,
27,28,Luis Scola,19.62,461.0,6-9,245.0,None,Argentina,2002.0,2,55,205.74,,,,,,
28,29,Tim Duncan,19.49,208.0,6-11,255.0,Wake Forest,US Virgin Isl...,1997.0,1,1,210.82,,,,,,
29,30,Elton Brand,19.36,282.0,6-9,254.0,Duke,USA,1999.0,1,1,205.74,,,,,,
30,31,Stephen Curry,19.34,815.0,6-3,185.0,Davidson,USA,2009.0,1,7,190.5,706.0,5.70%,-,-,8' 1'',6' 3.5''
31,32, Nene,19.32,,,,,,,,,,,,,,,
32,33,Carlos Boozer,19.08,446.0,6-9,266.0,Duke,USA,2002.0,2,34,205.74,150.0,-%,-,-,9' 0.5'',7' 2.25''
33,34,Rajon Rondo,19.03,629.0,6-1,186.0,Kentucky,USA,2006.0,1,21,185.42,,,,,,
34,35,Lamar Odom,18.93,309.0,6-10,230.0,Rhode Island,USA,1999.0,1,4,208.28,,,,,,
35,36,Gerald Wallace,18.56,388.0,6-7,220.0,Alabama,USA,2001.0,1,25,200.66,,,,,,
36,37,Andre Iguodala,18.43,560.0,6-6,207.0,Arizona,USA,2004.0,1,9,198.12,334.0,6.70%,-,-,8' 9.5'',6' 11''
37,38,Brook Lopez,18.41,718.0,7-0,265.0,Stanford,USA,2008.0,1,10,213.36,663.0,6.30%,-,-,9' 5'',7' 5.5''
38,39,Kevin Martin,18.16,533.0,6-7,185.0,Western Carolina,USA,2004.0,1,26,200.66,,,,,,
39,40,Tony Parker,18.13,391.0,6-2,185.0,None,France,2001.0,1,28,187.96,,,,,,
40,41,Manu Ginobili,17.92,316.0,6-6,205.0,None,Argentina,1999.0,2,57,198.12,,,,,,
41,42,Danny Granger,17.89,568.0,6-8,228.0,New Mexico,USA,2005.0,1,17,203.2,414.0,-%,-,-,8' 7'',7' 1.5''
42,43,Marc Gasol,17.85,705.0,7-1,265.0,None,Spain,2007.0,2,48,215.9,,,,,,
43,44,Raymond Felton,17.43,602.0,6-1,205.0,North Carolina,USA,2005.0,1,5,185.42,403.0,-%,-,-,8' 2'',6' 4.25''
44,45,Luol Deng,17.17,558.0,6-9,220.0,Duke,United Kingdo...,2004.0,1,7,205.74,319.0,6.70%,-,-,9' 0.5'',7' 0.5''
45,46,Kris Humphries,17.11,520.0,6-9,235.0,Minnesota,USA,2004.0,1,14,205.74,333.0,6.70%,-,-,8' 10.5'',7' 0.5''
46,47,Kyle Lowry,16.84,632.0,6-0,205.0,Villanova,USA,2006.0,1,24,182.88,,,,,,
47,48,Tyson Chandler,16.83,382.0,7-1,240.0,None,USA,2001.0,1,2,215.9,79.0,6.70%,-,-,9' 2'',7' 3''
48,49,Dorell Wright,16.62,525.0,6-9,205.0,None,USA,2004.0,1,19,205.74,,,,,,
49,50,Chauncey Billups,16.55,224.0,6-3,210.0,Colorado,USA,1997.0,1,3,190.5,,,,,,
50,51,Jrue Holiday,16.43,776.0,6-4,180.0,UCLA,USA,2009.0,1,17,193.04,721.0,6.30%,-,-,8' 4.5'',6' 7''
51,52,Andre Miller,16.3,319.0,6-2,200.0,Utah,USA,1999.0,1,8,187.96,,,,,,
52,53,Ray Allen,16.19,201.0,6-5,205.0,Connecticut,USA,1996.0,1,5,195.58,,,,,,
53,54,Joe Johnson,15.94,372.0,6-7,240.0,Arkansas,USA,2001.0,1,10,200.66,111.0,6.70%,-,-,8' 9'',6' 9''
54,55,Emeka Okafor,15.91,526.0,6-10,255.0,Connecticut,USA,2004.0,1,2,208.28,353.0,5.30%,-,-,9' 2.5'',7' 4''
55,56,Beno Udrih,15.9,535.0,6-3,203.0,None,Slovenia,2004.0,1,28,190.5,377.0,9.30%,-,-,8' 2'',6' 4.5''
56,57,Chuck Hayes,15.64,1848.0,6-6,250.0,Kentucky,USA,0.0,Undrafted,Undrafted,198.12,,,,,,
57,58,JaVale McGee,15.62,726.0,7-0,252.0,Nevada-Reno,USA,2008.0,1,18,213.36,669.0,5.30%,-,-,9' 6.5'',7' 6''
58,59,Mike Conley,15.62,699.0,6-1,185.0,Ohio State,USA,2007.0,1,4,185.42,549.0,4.20%,-,-,7' 10.5'',6' 5.75''
59,60,Marcin Gortat,15.57,609.0,6-11,240.0,None,Poland,2005.0,2,57,210.82,412.0,-%,-,-,9' 2'',7' 3.5''
60,61,Jason Kidd,15.48,131.0,6-4,210.0,California,USA,1994.0,1,2,193.04,,,,,,
61,62,Serge Ibaka,15.41,733.0,6-10,235.0,None,Democratic Re...,2008.0,1,24,208.28,,,,,,
62,63,Michael Beasley,15.37,728.0,6-10,235.0,Kansas State,USA,2008.0,1,2,208.28,622.0,7.70%,-,-,8' 11'',7' 0.25''
63,64,Rodney Stuckey,15.36,674.0,6-5,205.0,Eastern Washington,USA,2007.0,1,15,195.58,600.0,6.10%,-,-,8' 4.5'',6' 7.25''
64,65,Devin Harris,15.27,553.0,6-3,192.0,Wisconsin,USA,2004.0,1,5,190.5,330.0,5.30%,-,-,8' 2.5'',6' 7.5''
65,66,DeMarcus Cousins,15.21,856.0,6-11,270.0,Kentucky,USA,2010.0,1,5,210.82,751.0,16.40%,9.25,10.0,9' 5'',7' 5.75''
66,67,Roy Hibbert,15.09,725.0,7-2,260.0,Georgetown,USA,2008.0,1,17,218.44,,,,,,
67,68,Shawn Marion,14.96,320.0,6-7,228.0,Nevada-Las Vegas,USA,1999.0,1,9,200.66,,,,,,
68,69,Channing Frye,14.91,614.0,6-11,245.0,Arizona,USA,2005.0,1,8,210.82,408.0,-%,-,-,9' 2.5'',7' 2.5''
69,70,J.J. Hickson,14.9,,,,,,,,,,,,,,,
70,71,D.J. Augustin,14.83,767.0,6-0,180.0,Texas,USA,2008.0,1,9,182.88,620.0,8.10%,-,-,7' 10.5'',6' 3.5''
71,72,Wilson Chandler,14.79,683.0,6-8,225.0,DePaul,USA,2007.0,1,23,203.2,,,,,,
72,73,Greg Monroe,14.72,866.0,6-11,250.0,Georgetown,USA,2010.0,1,7,210.82,772.0,11.20%,8.75,9.5,9' 0.5'',7' 2.25''
73,74,Amir Johnson,14.64,608.0,6-9,210.0,None,USA,2005.0,2,56,205.74,,,,,,
74,75,Boris Diaw,14.6,481.0,6-8,235.0,None,France,2003.0,1,21,203.2,,,,,,
75,76,Ramon Sessions,14.2,711.0,6-3,190.0,Nevada-Reno,USA,2007.0,2,56,190.5,596.0,6.20%,-,-,8' 1.5'',6' 4.25''
76,77,DeMar DeRozan,14.09,817.0,6-7,216.0,USC,USA,2009.0,1,9,200.66,708.0,4.90%,-,-,8' 6.5'',6' 9''
77,78,Jameer Nelson,14.04,527.0,6-0,190.0,None,USA,2004.0,1,20,182.88,351.0,8.00%,-,-,7' 11'',6' 2.5''
78,79,Luke Ridnour,13.9,473.0,6-2,175.0,Oregon,USA,2003.0,1,14,187.96,287.0,5.30%,-,-,7' 11.5'',6' 3''
79,80,Thaddeus Young,13.72,671.0,6-8,220.0,Georgia Tech,USA,2007.0,1,12,203.2,616.0,4.90%,-,-,8' 10'',6' 11.5''
80,81,Jason Terry,13.64,283.0,6-2,180.0,Arizona,USA,1999.0,1,10,187.96,,,,,,
81,82,Grant Hill,13.61,135.0,6-8,225.0,Duke,USA,1994.0,1,3,203.2,,,,,,
82,83,Ty Lawson,13.61,777.0,5-11,195.0,North Carolina,USA,2009.0,1,18,180.34,724.0,6.60%,-,-,7' 10.5'',6' 0.75''
83,84,Jason Richardson,13.59,411.0,6-6,225.0,Michigan State,USA,2001.0,1,5,198.12,125.0,5.30%,-,-,8' 6.5'',6' 11.5''
84,85,Tayshaun Prince,13.5,435.0,6-9,215.0,Kentucky,USA,2002.0,1,23,205.74,,,,,,
85,86,Arron Afflalo,13.39,687.0,6-5,215.0,UCLA,USA,2007.0,1,27,195.58,,,,,,
86,87,Darren Collison,13.31,781.0,6-0,160.0,UCLA,USA,2009.0,1,21,182.88,704.0,5.70%,-,-,8' 0.5'',6' 3''
87,88,Wesley Matthews,13.22,1906.0,6-5,220.0,Marquette,USA,0.0,Undrafted,Undrafted,195.58,,,,,,
88,89,Hedo Turkoglu,13.15,329.0,6-10,220.0,None,Turkey,2000.0,1,16,208.28,,,,,,
89,90,Samuel Dalembert,13.11,389.0,6-11,250.0,Seton Hall,Haiti,2001.0,1,26,210.82,,,,,,
90,91,Landry Fields,13.08,849.0,6-7,215.0,Stanford,USA,2010.0,2,39,200.66,,,,,,
91,92,James Harden,13.03,790.0,6-5,220.0,Arizona State,USA,2009.0,1,3,195.58,717.0,10.10%,-,-,8' 7.5'',6' 10.75''
92,93,DeAndre Jordan,12.99,745.0,6-11,265.0,Texas A&M,USA,2008.0,2,35,210.82,658.0,7.50%,-,-,9' 5.5'',7' 6''
93,94,John Salmons,12.81,438.0,6-6,207.0,Miami (FL),USA,2002.0,1,26,198.12,208.0,-%,-,-,8' 8'',6' 10.25''
94,95,Nicolas Batum,12.59,734.0,6-8,200.0,None,France,2008.0,1,25,203.2,,,,,,
95,96,Trevor Ariza,12.48,549.0,6-8,210.0,UCLA,USA,2004.0,2,43,203.2,304.0,8.00%,-,-,8' 11.5'',7' 2''
96,97,Brandon Bass,12.32,586.0,6-8,250.0,Louisiana State,USA,2005.0,2,33,203.2,,,,,,
97,98,Vince Carter,12.23,271.0,6-6,220.0,North Carolina,USA,1998.0,1,5,198.12,,,,,,
98,99,Jeff Green,12.06,707.0,6-9,235.0,Georgetown,USA,2007.0,1,5,205.74,561.0,3.70%,-,-,8' 7'',7' 1.25''
99,100,DeJuan Blair,11.96,797.0,6-7,270.0,Pittsburgh,USA,2009.0,2,37,200.66,697.0,12.00%,-,-,8' 10.5'',7' 2''
