"X","Unnamed..0","Player","Height","Weight","College","Country","Draft_Year","Draft_Round","Draft_Number","Height_cm","Body_fat","Hand_length","Hand_width","Standing_reach","Wingspan","Wingspan_cm","Standing_reach_cm","period","Nationality"
937,937,"Jared Sullinger","6-9",260,"Ohio State","USA",2012,1,"21",205.74,"10.70%","9.25","9.75","8' 9.5''","7' 1.25''",216.535,267.97,"after 2002","US player"
938,938,"Fab Melo","7-0",255,"Syracuse","Brazil",2012,1,"22",213.36,"9.20%","9.0","10.0","9' 2''","7' 2.5''",219.71,279.4,"after 2002","Foreign player"
939,939,"John Jenkins","6-4",215,"Vanderbilt","USA",2012,1,"23",193.04,"7.10%","9.0","9.0","8' 2''","6' 8.5''",204.47,248.92,"after 2002","US player"
940,940,"Jared Cunningham","6-4",195,"Oregon State","USA",2012,1,"24",193.04,"3.60%","8.25","9.0","8' 2''","6' 6.5''",199.39,248.92,"after 2002","US player"
941,941,"Tony Wroten","6-6",208,"Washington","USA",2012,1,"25",198.12,"5.20%","8.0","9.0","8' 5''","6' 9''",205.74,256.54,"after 2002","US player"
942,942,"Miles Plumlee","6-11",249,"Duke","USA",2012,1,"26",210.82,"11.40%","9.25","9.0","8' 9.5''","7' 0.75''",215.265,267.97,"after 2002","US player"
943,943,"Arnett Moultrie","6-10",245,"Mississippi State","USA",2012,1,"27",208.28,"7.70%","9.25","9.25","8' 10.5''","7' 2.25''",219.075,270.51,"after 2002","US player"
944,944,"Perry Jones III","6-11",235,"Baylor","USA",2012,1,"28",210.82,"","","","",NA,NA,NA,"after 2002","US player"
945,945,"Marquis Teague","6-2",189,"Kentucky","USA",2012,1,"29",187.96,"6.30%","8.25","7.75","8' 0.5''","6' 7.25''",201.295,245.11,"after 2002","US player"
946,946,"Bradley Beal","6-5",207,"Florida","USA",2012,1,"3",195.58,"6.00%","8.5","9.0","8' 4''","6' 8''",203.2,254,"after 2002","US player"
947,947,"Festus Ezeli","6-11",255,"Vanderbilt","Nigeria",2012,1,"30",210.82,"5.50%","9.0","10.75","9' 0''","7' 5.75''",227.965,274.32,"after 2002","Foreign player"
948,948,"Jeffery Taylor","6-7",225,"Vanderbilt","Sweden",2012,2,"31",200.66,"","","","",NA,NA,NA,"after 2002","Foreign player"
949,949,"Tomas Satoransky","6-7",210,"None","Czech Republi...",2012,2,"32",200.66,"5.20%","8.5","9.5","8' 4''","6' 7.25''",201.295,254,"after 2002","Foreign player"
950,950,"Bernard James","6-10",240,"Florida State","USA",2012,2,"33",208.28,"5.00%","9.0","9.25","9' 0.5''","7' 3''",220.98,275.59,"after 2002","US player"
951,951,"Jae Crowder","6-6",235,"Marquette","USA",2012,2,"34",198.12,"9.00%","9.5","10.5","8' 3.5''","6' 9.25''",206.375,252.73,"after 2002","US player"
952,952,"Draymond Green","6-7",230,"Michigan State","USA",2012,2,"35",200.66,"11.30%","9.0","9.5","8' 9''","7' 1.25''",216.535,266.7,"after 2002","US player"
953,953,"Orlando Johnson","6-5",220,"Cal-Santa Barbara","USA",2012,2,"36",195.58,"7.00%","9.0","9.5","8' 3''","6' 11.25''",211.455,251.46,"after 2002","US player"
954,954,"Quincy Acy","6-7",240,"Baylor","USA",2012,2,"37",200.66,"7.10%","9.5","11.0","8' 10.5''","7' 2.75''",220.345,270.51,"after 2002","US player"
955,955,"Quincy Miller","6-9",210,"Baylor","USA",2012,2,"38",205.74,"7.80%","9.25","10.25","8' 9''","7' 1.25''",216.535,266.7,"after 2002","US player"
956,956,"Khris Middleton","6-8",234,"Texas A&M","USA",2012,2,"39",203.2,"7.80%","9.0","9.0","8' 7''","6' 10.75''",210.185,261.62,"after 2002","US player"
957,957,"Dion Waiters","6-4",215,"Syracuse","USA",2012,1,"4",193.04,"8.50%","8.5","9.5","8' 2''","6' 7.25''",201.295,248.92,"after 2002","US player"
958,958,"Will Barton","6-6",190,"Memphis","USA",2012,2,"40",198.12,"4.10%","9.0","9.5","8' 6.5''","6' 9.75''",207.645,260.35,"after 2002","US player"
959,959,"Tyshawn Taylor","6-3",185,"Kansas","USA",2012,2,"41",190.5,"4.20%","8.75","8.75","8' 1.5''","6' 6.25''",198.755,247.65,"after 2002","US player"
960,960,"Doron Lamb","6-4",210,"Kentucky","USA",2012,2,"42",193.04,"6.70%","8.5","8.75","8' 2.5''","6' 6.75''",200.025,250.19,"after 2002","US player"
961,961,"Mike Scott","6-8",237,"Virginia","USA",2012,2,"43",203.2,"10.60%","8.5","9.0","8' 8''","6' 10.75''",210.185,264.16,"after 2002","US player"
962,962,"Kim English","6-6",200,"Missouri","USA",2012,2,"44",198.12,"4.30%","8.5","8.75","8' 2''","6' 6.5''",199.39,248.92,"after 2002","US player"
963,963,"Justin Hamilton","7-0",255,"Louisiana State","USA",2012,2,"45",213.36,"","","","",NA,NA,NA,"after 2002","US player"
964,964,"Darius Miller","6-8",225,"Kentucky","USA",2012,2,"46",203.2,"7.50%","8.5","8.75","8' 5''","6' 9''",205.74,256.54,"after 2002","US player"
965,965,"Kevin Murphy","6-6",185,"Tennessee Tech","USA",2012,2,"47",198.12,"5.80%","8.5","8.5","8' 3''","6' 6.75''",200.025,251.46,"after 2002","US player"
966,966,"Kostas Papanikolaou","6-8",235,"None","Greece",2012,2,"48",203.2,"","","","",NA,NA,NA,"after 2002","Foreign player"
967,967,"Kyle O'Quinn","6-10",250,"Norfolk State","USA",2012,2,"49",208.28,"8.00%","9.5","10.0","8' 10.5''","7' 4.75''",225.425,270.51,"after 2002","US player"
968,968,"Thomas Robinson","6-10",237,"Kansas","USA",2012,1,"5",208.28,"5.00%","9.75","10.5","8' 10''","7' 3.25''",221.615,269.24,"after 2002","US player"
969,969,"Kris Joseph","6-7",210,"Syracuse","",2012,2,"51",200.66,"8.60%","9.0","9.0","8' 8''","6' 11''",210.82,264.16,"after 2002","Foreign player"
970,970,"Ognjen Kuzmic","7-0",251,"None","Bosnia",2012,2,"52",213.36,"","","","",NA,NA,NA,"after 2002","Foreign player"
971,971,"Furkan Aldemir","6-10",240,"None","Turkey",2012,2,"53",208.28,"","","","",NA,NA,NA,"after 2002","Foreign player"
972,972,"Tornike Shengelia","6-9",240,"Georgia","Georgia",2012,2,"54",205.74,"","","","",NA,NA,NA,"after 2002","Foreign player"
973,973,"Darius Johnson-Odom","6-2",215,"Marquette","USA",2012,2,"55",187.96,"7.00%","8.75","8.75","8' 0''","6' 7''",200.66,243.84,"after 2002","US player"
974,974,"Robbie Hummel","6-8",220,"Purdue","USA",2012,2,"58",203.2,"9.40%","8.5","9.5","8' 6''","6' 8.5''",204.47,259.08,"after 2002","US player"
975,975,"Damian Lillard","6-3",195,"Weber State","USA",2012,1,"6",190.5,"5.90%","8.75","9.75","7' 11.5''","6' 7.75''",202.565,242.57,"after 2002","US player"
976,976,"Robert Sacre","7-0",260,"Gonzaga","Canada",2012,2,"60",213.36,"","","","",NA,NA,NA,"after 2002","Foreign player"
977,977,"Harrison Barnes","6-8",225,"North Carolina","USA",2012,1,"7",203.2,"9.60%","9.0","8.5","8' 5.5''","6' 11.25''",211.455,257.81,"after 2002","US player"
978,978,"Terrence Ross","6-7",206,"Washington","USA",2012,1,"8",200.66,"3.20%","8.75","10.25","8' 4.5''","6' 7.25''",201.295,255.27,"after 2002","US player"
979,979,"Andre Drummond","6-11",279,"Connecticut","USA",2012,1,"9",210.82,"7.50%","9.5","9.5","9' 1.5''","7' 6.25''",229.235,278.13,"after 2002","US player"
980,980,"Anthony Bennett","6-8",245,"UNLV","Canada",2013,1,"1",203.2,"","","","",NA,NA,NA,"after 2002","Foreign player"
981,981,"CJ McCollum","6-3",190,"Lehigh","USA",2013,1,"10",190.5,"8.60%","8.0","9.5","8' 0.5''","6' 6.25''",198.755,245.11,"after 2002","US player"
982,982,"Michael Carter-Williams","6-6",190,"Syracuse","USA",2013,1,"11",198.12,"4.40%","7.5","8.5","8' 5''","6' 7.25''",201.295,256.54,"after 2002","US player"
983,983,"Steven Adams","7-0",255,"Pittsburgh","New Zealand",2013,1,"12",213.36,"6.65%","9.5","11.0","9' 1.5''","7' 4.5''",224.79,278.13,"after 2002","Foreign player"
984,984,"Kelly Olynyk","7-0",245,"Gonzaga","Canada",2013,1,"13",213.36,"6.65%","8.5","10.0","9' 0''","6' 9.75''",207.645,274.32,"after 2002","Foreign player"
985,985,"Shabazz Muhammad","6-6",221,"California-Los Angeles","USA",2013,1,"14",198.12,"9.00%","9.0","10.0","8' 8.5''","6' 11''",210.82,265.43,"after 2002","US player"
986,986,"Giannis Antetokounmpo","6-11",222,"None","Greece",2013,1,"15",210.82,"","","","",NA,NA,NA,"after 2002","Foreign player"
987,987,"Lucas Nogueira","7-0",220,"None","Brazil",2013,1,"16",213.36,"","","","",NA,NA,NA,"after 2002","Foreign player"
988,988,"Dennis Schroder","6-1",172,"None","Germany",2013,1,"17",185.42,"4.10%","8.75","10.5","8' 2''","6' 7.75''",202.565,248.92,"after 2002","Foreign player"
989,989,"Shane Larkin","5-11",175,"Miami","USA",2013,1,"18",180.34,"3.80%","7.5","8.75","7' 5.5''","5' 10.75''",179.705,227.33,"after 2002","US player"
990,990,"Sergey Karasev","6-7",208,"None","Russia",2013,1,"19",200.66,"","","","",NA,NA,NA,"after 2002","Foreign player"
991,991,"Victor Oladipo","6-4",210,"Indiana","USA",2013,1,"2",193.04,"6.55%","8.75","9.25","8' 4.5''","6' 9.25''",206.375,255.27,"after 2002","US player"
992,992,"Tony Snell","6-7",221,"","USA",2013,1,"20",200.66,"4.85%","9.0","9.5","8' 9.5''","6' 11.5''",212.09,267.97,"after 2002","US player"
993,993,"Gorgui Dieng","6-11",251,"Louisville","Senegal",2013,1,"21",210.82,"5.35%","9.0","10.0","9' 3.5''","7' 3.5''",222.25,283.21,"after 2002","Foreign player"
994,994,"Mason Plumlee","6-11",255,"Duke","USA",2013,1,"22",210.82,"6.15%","9.75","9.5","9' 0''","6' 11''",210.82,274.32,"after 2002","US player"
995,995,"Solomon Hill","6-7",225,"Arizona","USA",2013,1,"23",200.66,"7.60%","9.0","10.5","8' 7''","6' 9''",205.74,261.62,"after 2002","US player"
996,996,"Tim Hardaway Jr.","6-6",205,"Michigan","USA",2013,1,"24",198.12,"6.05%","8.0","9.25","8' 5''","6' 7''",200.66,256.54,"after 2002","US player"
997,997,"Reggie Bullock","6-7",205,"North Carolina","USA",2013,1,"25",200.66,"6.95%","8.5","9.0","8' 6''","6' 8.75''",205.105,259.08,"after 2002","US player"
998,998,"Andre Roberson","6-7",210,"Colorado","USA",2013,1,"26",200.66,"7.05%","8.75","9.5","8' 8.5''","6' 11''",210.82,265.43,"after 2002","US player"
999,999,"Rudy Gobert","7-1",245,"None","France",2013,1,"27",215.9,"4.40%","9.75","10.0","9' 7''","7' 8.5''",234.95,292.1,"after 2002","Foreign player"
1000,1000,"Archie Goodwin","6-5",200,"Kentucky","USA",2013,1,"29",195.58,"4.55%","8.5","9.0","8' 6''","6' 9.5''",207.01,259.08,"after 2002","US player"
1001,1001,"Otto Porter Jr.","6-8",198,"Georgetown","USA",2013,1,"3",203.2,"","","","",NA,NA,NA,"after 2002","US player"
1002,1002,"Nemanja Nedovic","6-3",192,"None","Serbia",2013,1,"30",190.5,"","","","",NA,NA,NA,"after 2002","Foreign player"
1003,1003,"Allen Crabbe","6-6",215,"California","USA",2013,2,"31",198.12,"4.65%","8.25","8.5","8' 7.5''","6' 11.25''",211.455,262.89,"after 2002","US player"
1004,1004,"Alex Abrines","6-6",190,"None","Spain",2013,2,"32",198.12,"","","","",NA,NA,NA,"after 2002","Foreign player"
1005,1005,"Carrick Felix","6-6",201,"Arizona State","USA",2013,2,"33",198.12,"3.30%","8.5","9.5","8' 7.5''","6' 9.25''",206.375,262.89,"after 2002","US player"
1006,1006,"Isaiah Canaan","6-0",201,"Murray State","USA",2013,2,"34",182.88,"5.90%","8.25","9.5","7' 10.5''","6' 4.5''",194.31,240.03,"after 2002","US player"
1007,1007,"Glen Rice","6-6",206,"Michigan","",2013,2,"35",198.12,"8.45%","8.5","9.0","8' 5.5''","6' 9.25''",206.375,257.81,"after 2002","Foreign player"
1008,1008,"Ray McCallum","6-3",190,"Detroit","USA",2013,2,"36",190.5,"7.30%","8.0","8.75","8' 0.5''","6' 3.25''",191.135,245.11,"after 2002","US player"
1009,1009,"Tony Mitchell","6-8",235,"North Texas","USA",2013,2,"37",203.2,"5.55%","9.0","10.0","8' 10.5''","7' 2.5''",219.71,270.51,"after 2002","US player"
1010,1010,"Nate Wolters","6-4",190,"South Dakota State","",2013,2,"38",193.04,"5.50%","8.25","8.75","8' 2''","6' 3.75''",192.405,248.92,"after 2002","Foreign player"
1011,1011,"Jeff Withey","7-0",230,"Kansas","USA",2013,2,"39",213.36,"8.65%","9.0","9.75","9' 2.5''","7' 2''",218.44,280.67,"after 2002","US player"
1012,1012,"Cody Zeller","7-0",240,"Indiana","USA",2013,1,"4",213.36,"4.75%","8.5","10.5","8' 10''","6' 10.75''",210.185,269.24,"after 2002","US player"
1013,1013,"Grant Jerrett","6-10",232,"Arizona","USA",2013,2,"40",208.28,"10.05%","8.5","9.25","9' 1''","7' 2''",218.44,276.86,"after 2002","US player"
1014,1014,"Jamaal Franklin","6-5",191,"San Diego State","USA",2013,2,"41",195.58,"8.25%","8.5","8.25","8' 7.5''","6' 11.25''",211.455,262.89,"after 2002","US player"
1015,1015,"Pierre Jackson","5-10",180,"Baylor","USA",2013,2,"42",177.8,"4.50%","7.5","8.25","7' 6''","5' 10''",177.8,228.6,"after 2002","US player"
1016,1016,"Ricky Ledo","6-7",195,"Providence","USA",2013,2,"43",200.66,"10.25%","8.5","9.25","8' 6.5''","6' 7.25''",201.295,260.35,"after 2002","US player"
1017,1017,"Mike Muscala","6-11",240,"Bucknell","USA",2013,2,"44",210.82,"6.80%","8.5","9.0","9' 0''","7' 1''",215.9,274.32,"after 2002","US player"
1018,1018,"Erick Green","6-4",185,"Virginia Tech","USA",2013,2,"46",193.04,"4.35%","8.5","9.0","8' 2''","6' 5.75''",197.485,248.92,"after 2002","US player"
1019,1019,"Raul Neto","6-1",179,"None","Brazil",2013,2,"47",185.42,"","","","",NA,NA,NA,"after 2002","Foreign player"
1020,1020,"Ryan Kelly","6-11",230,"Duke","USA",2013,2,"48",210.82,"14.75%","9.0","10.0","9' 2''","6' 11.5''",212.09,279.4,"after 2002","US player"
1021,1021,"Erik Murphy","6-10",230,"Florida","",2013,2,"49",208.28,"7.95%","8.75","9.75","9' 0''","6' 10.5''",209.55,274.32,"after 2002","Foreign player"
1022,1022,"Alex Len","7-1",250,"Maryland","Ukraine",2013,1,"5",215.9,"6.40%","9.0","10.75","","7' 3.5''",222.25,NA,"after 2002","Foreign player"
1023,1023,"James Ennis III","6-7",210,"Cal State-Long Beach","USA",2013,2,"50",200.66,"","","","",NA,NA,NA,"after 2002","US player"
1024,1024,"Lorenzo Brown","6-5",189,"North Carolina State","USA",2013,2,"52",195.58,"3.95%","8.25","8.5","8' 4''","6' 7''",200.66,254,"after 2002","US player"
1025,1025,"Joffrey Lauvergne","6-11",260,"None","France",2013,2,"55",210.82,"","","","",NA,NA,NA,"after 2002","Foreign player"
1026,1026,"Peyton Siva","6-0",185,"Louisville","USA",2013,2,"56",182.88,"6.05%","8.0","9.75","7' 9''","6' 3''",190.5,236.22,"after 2002","US player"
1027,1027,"Nerlens Noel","6-11",220,"Kentucky","USA",2013,1,"6",210.82,"4.15%","9.5","10.0","9' 2''","7' 3.75''",222.885,279.4,"after 2002","US player"
1028,1028,"Ben McLemore","6-5",195,"Kansas","USA",2013,1,"7",195.58,"5.00%","8.75","9.5","8' 4.5''","6' 7.75''",202.565,255.27,"after 2002","US player"
1029,1029,"Kentavious Caldwell-Pope","6-5",205,"Georgia","USA",2013,1,"8",195.58,"6.45%","8.5","9.0","8' 4.5''","6' 8''",203.2,255.27,"after 2002","US player"
1030,1030,"Trey Burke","6-1",191,"Michigan","USA",2013,1,"9",185.42,"6.90%","8.25","8.75","8' 1.5''","6' 5.5''",196.85,247.65,"after 2002","US player"
1031,1031,"Andrew Wiggins","6-8",202,"Kansas","Canada",2014,1,"1",203.2,"","","","",NA,NA,NA,"after 2002","Foreign player"
1032,1032,"Elfrid Payton","6-4",185,"Louisana-Lafayette","USA",2014,1,"10",193.04,"5.65%","8.75","9.0","8' 2.5''","6' 8''",203.2,250.19,"after 2002","US player"
1033,1033,"Doug McDermott","6-8",219,"Creighton","USA",2014,1,"11",203.2,"7.10%","8.75","9.75","8' 7''","6' 9.25''",206.375,261.62,"after 2002","US player"
1034,1034,"Dario Saric","6-10",223,"None","Croatia",2014,1,"12",208.28,"","","","",NA,NA,NA,"after 2002","Foreign player"
1035,1035,"Zach LaVine","6-5",185,"UCLA","USA",2014,1,"13",195.58,"4.70%","8.25","8.75","8' 4''","6' 8.25''",203.835,254,"after 2002","US player"
1036,1036,"T.J. Warren","6-8",215,"North Carolina State","USA",2014,1,"14",203.2,"7.95%","8.75","9.0","8' 8''","6' 10.25''",208.915,264.16,"after 2002","US player"
1037,1037,"Adreian Payne","6-10",237,"Michigan State","USA",2014,1,"15",208.28,"7.55%","9.25","9.5","9' 1''","7' 4''",223.52,276.86,"after 2002","US player"
1038,1038,"Jusuf Nurkic","7-0",280,"None","Bosnia and He...",2014,1,"16",213.36,"","","","",NA,NA,NA,"after 2002","Foreign player"
1039,1039,"James Young","6-6",215,"Kentucky","USA",2014,1,"17",198.12,"5.10%","9.0","9.5","8' 8''","7' 0''",213.36,264.16,"after 2002","US player"
1040,1040,"Tyler Ennis","6-3",194,"Syracuse","Canada",2014,1,"18",190.5,"6.20%","8.25","8.75","8' 2''","6' 7.25''",201.295,248.92,"after 2002","Foreign player"
1041,1041,"Gary Harris","6-4",210,"Michigan State","USA",2014,1,"19",193.04,"4.55%","8.5","9.5","8' 0''","6' 6.75''",200.025,243.84,"after 2002","US player"
1042,1042,"Jabari Parker","6-8",250,"Duke","USA",2014,1,"2",203.2,"","","","",NA,NA,NA,"after 2002","US player"
1043,1043,"Bruno Caboclo","6-9",205,"None","Brazil",2014,1,"20",205.74,"","","","",NA,NA,NA,"after 2002","Foreign player"
1044,1044,"Mitch McGary","6-10",255,"Michigan","USA",2014,1,"21",208.28,"","","","",NA,NA,NA,"after 2002","US player"
1045,1045,"Jordan Adams","6-5",209,"UCLA","USA",2014,1,"22",195.58,"10.80%","8.5","7.5","8' 6''","6' 10''",208.28,259.08,"after 2002","US player"
1046,1046,"Rodney Hood","6-8",206,"Duke","USA",2014,1,"23",203.2,"7.45%","8.5","8.5","8' 7''","6' 8.5''",204.47,261.62,"after 2002","US player"
1047,1047,"Shabazz Napier","6-1",175,"Connecticut","USA",2014,1,"24",185.42,"7.35%","8.25","8.5","7' 9''","6' 3.25''",191.135,236.22,"after 2002","US player"
1048,1048,"Clint Capela","6-10",240,"None","Switzerland",2014,1,"25",208.28,"","","","",NA,NA,NA,"after 2002","Foreign player"
1049,1049,"PJ Hairston","6-6",230,"None","USA",2014,1,"26",198.12,"","","","",NA,NA,NA,"after 2002","US player"
1050,1050,"Bogdan Bogdanovic","6-6",205,"None","Serbia",2014,1,"27",198.12,"","","","",NA,NA,NA,"after 2002","Foreign player"
1051,1051,"C.J. Wilcox","6-5",195,"Washington","USA",2014,1,"28",195.58,"6.50%","8.75","9.0","8' 4.5''","6' 9.75''",207.645,255.27,"after 2002","US player"
1052,1052,"Josh Huestis","6-7",230,"Stanford","USA",2014,1,"29",200.66,"","","","",NA,NA,NA,"after 2002","US player"
1053,1053,"Joel Embiid","7-0",250,"Kansas","Cameroon",2014,1,"3",213.36,"","","","",NA,NA,NA,"after 2002","Foreign player"
1054,1054,"Kyle Anderson","6-9",230,"UCLA","USA",2014,1,"30",205.74,"13.35%","8.25","8.75","8' 11.5''","7' 2.75''",220.345,273.05,"after 2002","US player"
1055,1055,"Damien Inglis","6-8",246,"None","France",2014,2,"31",203.2,"","","","",NA,NA,NA,"after 2002","Foreign player"
1056,1056,"KJ McDaniels","6-6",205,"Clemson","USA",2014,2,"32",198.12,"","","","",NA,NA,NA,"after 2002","US player"
1057,1057,"Joe Harris","6-6",219,"Virginia","USA",2014,2,"33",198.12,"6.20%","8.5","9.75","8' 4''","6' 6''",198.12,254,"after 2002","US player"
1058,1058,"Cleanthony Early","6-8",210,"Wichita State","USA",2014,2,"34",203.2,"4.45%","8.5","9.0","8' 5.5''","6' 10.75''",210.185,257.81,"after 2002","US player"
1059,1059,"Jarnell Stokes","6-9",263,"Tennessee","USA",2014,2,"35",205.74,"8.20%","9.75","10.5","8' 7.5''","7' 1.25''",216.535,262.89,"after 2002","US player"
1060,1060,"Johnny O'Bryant III","6-9",257,"Louisiana State","USA",2014,2,"36",205.74,"","","","",NA,NA,NA,"after 2002","US player"
1061,1061,"Spencer Dinwiddie","6-6",200,"Colorado","USA",2014,2,"38",198.12,"5.35%","8.25","9.0","8' 7''","6' 8.25''",203.835,261.62,"after 2002","US player"
1062,1062,"Jerami Grant","6-9",220,"Syracuse","USA",2014,2,"39",205.74,"3.75%","9.25","9.25","8' 11''","7' 2.75''",220.345,271.78,"after 2002","US player"
1063,1063,"Aaron Gordon","6-9",220,"Arizona","USA",2014,1,"4",205.74,"5.05%","8.75","10.5","8' 9''","6' 11.75''",212.725,266.7,"after 2002","US player"
1064,1064,"Glenn Robinson III","6-7",215,"Michigan","USA",2014,2,"40",200.66,"5.05%","9.0","9.5","8' 4.5''","6' 10''",208.28,255.27,"after 2002","US player"
1065,1065,"Nikola Jokic","6-10",250,"None","Serbia",2014,2,"41",208.28,"","","","",NA,NA,NA,"after 2002","Foreign player"
1066,1066,"Nick Johnson","6-3",202,"Arizona","USA",2014,2,"42",190.5,"6.05%","8.75","9.75","8' 0.5''","6' 7.25''",201.295,245.11,"after 2002","US player"
1067,1067,"Edy Tavares","7-3",260,"None","Cabo Verde",2014,2,"43",220.98,"","","","",NA,NA,NA,"after 2002","Foreign player"
1068,1068,"Markel Brown","6-3",190,"Oklahoma State","USA",2014,2,"44",190.5,"4.20%","8.25","9.75","8' 4''","6' 8.75''",205.105,254,"after 2002","US player"
1069,1069,"Dwight Powell","6-11",240,"Stanford","Canada",2014,2,"45",210.82,"6.20%","9.0","9.25","8' 9''","7' 0.5''",214.63,266.7,"after 2002","Foreign player"
1070,1070,"Jordan Clarkson","6-5",194,"Missouri","USA",2014,2,"46",195.58,"4.30%","8.25","9.0","8' 2''","6' 8''",203.2,248.92,"after 2002","US player"
1071,1071,"Russ Smith","6-0",165,"Louisville","USA",2014,2,"47",182.88,"3.50%","8.25","8.5","7' 11''","6' 3.5''",191.77,241.3,"after 2002","US player"
1072,1072,"Lamar Patterson","6-5",225,"Pittsburgh","USA",2014,2,"48",195.58,"10.75%","9.0","9.25","8' 5''","6' 11''",210.82,256.54,"after 2002","US player"
1073,1073,"Cameron Bairstow","6-9",250,"New Mexico","Australia",2014,2,"49",205.74,"8.70%","8.75","9.0","8' 11''","7' 0.75''",215.265,271.78,"after 2002","Foreign player"
1074,1074,"Dante Exum","6-6",190,"None","Australia",2014,1,"5",198.12,"6.40%","8.5","9.5","8' 7''","6' 9.5''",207.01,261.62,"after 2002","Foreign player"
1075,1075,"Thanasis Antetokounmpo","6-7",205,"None","Greece",2014,2,"51",200.66,"6.05%","9.0","9.75","8' 8.5''","7' 0''",213.36,265.43,"after 2002","Foreign player"
1076,1076,"Semaj Christon","6-3",190,"Xavier","USA",2014,2,"55",190.5,"5.25%","8.5","8.25","8' 3''","6' 6.5''",199.39,251.46,"after 2002","US player"
1077,1077,"Devyn Marble","6-6",200,"Iowa","USA",2014,2,"56",198.12,"6.90%","8.25","8.5","8' 6''","6' 9''",205.74,259.08,"after 2002","US player"
1078,1078,"Jordan McRae","6-5",179,"Tennessee","USA",2014,2,"58",195.58,"5.20%","8.75","8.5","8' 8''","7' 0.5''",214.63,264.16,"after 2002","US player"
1079,1079,"Marcus Smart","6-4",220,"Oklahoma State","USA",2014,1,"6",193.04,"10.55%","9.0","8.75","8' 3''","6' 9.25''",206.375,251.46,"after 2002","US player"
1080,1080,"Cory Jefferson","6-9",218,"Baylor","USA",2014,2,"60",205.74,"5.25%","8.75","9.75","8' 9''","7' 0.5''",214.63,266.7,"after 2002","US player"
1081,1081,"Julius Randle","6-9",250,"Kentucky","USA",2014,1,"7",205.74,"9.40%","8.75","8.25","8' 9.5''","7' 0''",213.36,267.97,"after 2002","US player"
1082,1082,"Nik Stauskas","6-6",205,"Michigan","Canada",2014,1,"8",198.12,"12.05%","8.5","8.5","8' 6''","6' 7.75''",202.565,259.08,"after 2002","Foreign player"
1083,1083,"Noah Vonleh","6-9",245,"Indiana","USA",2014,1,"9",205.74,"7.30%","9.75","11.75","9' 0''","7' 4.25''",224.155,274.32,"after 2002","US player"
1084,1084,"Karl-Anthony Towns","7-0",248,"Kentucky","USA",2015,1,"1",213.36,"","","","",NA,NA,NA,"after 2002","US player"
1085,1085,"Justise Winslow","6-7",225,"Duke","USA",2015,1,"10",200.66,"5.30%","8.5","9.25","8' 8.5''","6' 10.25''",208.915,265.43,"after 2002","US player"
1086,1086,"Myles Turner","6-11",255,"Texas","USA",2015,1,"11",210.82,"9.30%","9.25","9.25","9' 4''","7' 4''",223.52,284.48,"after 2002","US player"
1087,1087,"Trey Lyles","6-10",234,"Kentucky","USA",2015,1,"12",208.28,"12.10%","9.25","10.25","9' 0''","7' 1.5''",217.17,274.32,"after 2002","US player"
1088,1088,"Devin Booker","6-6",210,"Kentucky","USA",2015,1,"13",198.12,"8.30%","8.75","9.0","8' 6.5''","6' 8.25''",203.835,260.35,"after 2002","US player"
1089,1089,"Cameron Payne","6-3",185,"Murray State","USA",2015,1,"14",190.5,"6.30%","8.5","8.25","8' 1.5''","6' 7.25''",201.295,247.65,"after 2002","US player"
1090,1090,"Kelly Oubre Jr.","6-7",205,"Kansas","USA",2015,1,"15",200.66,"","","","",NA,NA,NA,"after 2002","US player"
1091,1091,"Terry Rozier","6-2",190,"Louisville","USA",2015,1,"16",187.96,"5.60%","8.25","8.5","8' 2.5''","6' 8.25''",203.835,250.19,"after 2002","US player"
1092,1092,"Rashad Vaughn","6-6",202,"Nevada-Las Vegas","USA",2015,1,"17",198.12,"6.20%","8.0","8.5","8' 5''","6' 7''",200.66,256.54,"after 2002","US player"
1093,1093,"Sam Dekker","6-9",230,"Wisconsin","USA",2015,1,"18",205.74,"7.50%","8.5","9.25","8' 10''","6' 11.5''",212.09,269.24,"after 2002","US player"
1094,1094,"Jerian Grant","6-4",198,"Notre Dame","USA",2015,1,"19",193.04,"5.60%","8.25","8.5","8' 4''","6' 7.5''",201.93,254,"after 2002","US player"
1095,1095,"D'Angelo Russell","6-5",195,"Ohio State","USA",2015,1,"2",195.58,"","","","",NA,NA,NA,"after 2002","US player"
1096,1096,"Delon Wright","6-5",190,"Utah","USA",2015,1,"20",195.58,"6.60%","8.0","8.5","8' 5.5''","6' 7.5''",201.93,257.81,"after 2002","US player"
1097,1097,"Justin Anderson","6-6",230,"Virginia","USA",2015,1,"21",198.12,"5.00%","8.5","9.5","8' 5''","6' 11.75''",212.725,256.54,"after 2002","US player"
1098,1098,"Bobby Portis","6-11",248,"Arkansas","USA",2015,1,"22",210.82,"8.90%","9.5","9.25","9' 0.5''","7' 2''",218.44,275.59,"after 2002","US player"
1099,1099,"Rondae Hollis-Jefferson","6-7",214,"Arizona","USA",2015,1,"23",200.66,"5.00%","8.75","9.75","8' 8''","7' 2''",218.44,264.16,"after 2002","US player"
1100,1100,"Tyus Jones","6-2",184,"Duke","USA",2015,1,"24",187.96,"6.50%","8.25","8.75","8' 1''","6' 5''",195.58,246.38,"after 2002","US player"
