"X","Unnamed..0","Player","Height","Weight","College","Country","Draft_Year","Draft_Round","Draft_Number","Height_cm","Body_fat","Hand_length","Hand_width","Standing_reach","Wingspan","Wingspan_cm","Standing_reach_cm","period","Nationality"
205,205,"Lorenzen Wright","6-11",240,"Memphis","USA",1996,1,"7",210.82,"","","","",NA,NA,NA,"before 2002","US player"
206,206,"Kerry Kittles","6-5",180,"Villanova","USA",1996,1,"8",195.58,"","","","",NA,NA,NA,"before 2002","US player"
207,207,"Samaki Walker","6-9",260,"Louisville","USA",1996,1,"9",205.74,"","","","",NA,NA,NA,"before 2002","US player"
208,208,"Tim Duncan","6-11",255,"Wake Forest","US Virgin Isl...",1997,1,"1",210.82,"","","","",NA,NA,NA,"before 2002","Foreign player"
209,209,"Danny Fortson","6-8",260,"Cincinnati","USA",1997,1,"10",203.2,"","","","",NA,NA,NA,"before 2002","US player"
210,210,"Tariq Abdul-Wahad","6-6",223,"San Jose State","France",1997,1,"11",198.12,"","","","",NA,NA,NA,"before 2002","Foreign player"
211,211,"Austin Croshere","6-10",242,"Providence","USA",1997,1,"12",208.28,"","","","",NA,NA,NA,"before 2002","US player"
212,212,"Derek Anderson","6-5",195,"Kentucky","USA",1997,1,"13",195.58,"","","","",NA,NA,NA,"before 2002","US player"
213,213,"Maurice Taylor","6-9",260,"Michigan","USA",1997,1,"14",205.74,"","","","",NA,NA,NA,"before 2002","US player"
214,214,"Kelvin Cato","6-11",255,"Iowa State","USA",1997,1,"15",210.82,"","","","",NA,NA,NA,"before 2002","US player"
215,215,"Brevin Knight","5-10",170,"Stanford","USA",1997,1,"16",177.8,"","","","",NA,NA,NA,"before 2002","US player"
216,216,"Scot Pollard","6-11",265,"Kansas","USA",1997,1,"19",210.82,"","","","",NA,NA,NA,"before 2002","US player"
217,217,"Keith Van Horn","6-10",255,"Utah","USA",1997,1,"2",208.28,"","","","",NA,NA,NA,"before 2002","US player"
218,218,"Paul Grant","7-0",245,"Wisconsin","USA",1997,1,"20",213.36,"","","","",NA,NA,NA,"before 2002","US player"
219,219,"Anthony Parker","6-6",210,"Bradley","USA",1997,1,"21",198.12,"","","","",NA,NA,NA,"before 2002","US player"
220,220,"Bobby Jackson","6-1",185,"Minnesota","USA",1997,1,"23",185.42,"","","","",NA,NA,NA,"before 2002","US player"
221,221,"John Thomas","6-9",265,"Minnesota","USA",1997,1,"25",205.74,"","","","",NA,NA,NA,"before 2002","US player"
222,222,"Charles Smith","6-4",194,"New Mexico","USA",1997,1,"26",193.04,"","","","",NA,NA,NA,"before 2002","US player"
223,223,"Jacque Vaughn","6-1",190,"Kansas","USA",1997,1,"27",185.42,"","","","",NA,NA,NA,"before 2002","US player"
224,224,"Chauncey Billups","6-3",210,"Colorado","USA",1997,1,"3",190.5,"","","","",NA,NA,NA,"before 2002","US player"
225,225,"Marc Jackson","6-10",270,"Temple","USA",1997,2,"37",208.28,"","","","",NA,NA,NA,"before 2002","US player"
226,226,"Anthony Johnson","6-3",190,"College of Charleston","USA",1997,2,"39",190.5,"","","","",NA,NA,NA,"before 2002","US player"
227,227,"Antonio Daniels","6-4",205,"Bowling Green","USA",1997,1,"4",193.04,"","","","",NA,NA,NA,"before 2002","US player"
228,228,"Stephen Jackson","6-8",220,"Butler Community College","USA",1997,2,"42",203.2,"","","","",NA,NA,NA,"before 2002","US player"
229,229,"Cedric Henderson","6-7",225,"Memphis","USA",1997,2,"44",200.66,"","","","",NA,NA,NA,"before 2002","US player"
230,230,"Alvin Williams","6-5",185,"Villanova","USA",1997,2,"47",195.58,"","","","",NA,NA,NA,"before 2002","US player"
231,231,"Predrag Drobnjak","6-11",272,"None","Yugoslavia",1997,2,"48",210.82,"","","","",NA,NA,NA,"before 2002","Foreign player"
232,232,"Tony Battie","6-11",240,"Texas Tech","USA",1997,1,"5",210.82,"","","","",NA,NA,NA,"before 2002","US player"
233,233,"Chris Crawford","6-9",235,"Marquette","USA",1997,2,"50",205.74,"","","","",NA,NA,NA,"before 2002","US player"
234,234,"Mark Blount","7-0",250,"Pittsburgh","USA",1997,2,"54",213.36,"","","","",NA,NA,NA,"before 2002","US player"
235,235,"Ron Mercer","6-7",210,"Kentucky","USA",1997,1,"6",200.66,"","","","",NA,NA,NA,"before 2002","US player"
236,236,"Tim Thomas","6-10",240,"Villanova","USA",1997,1,"7",208.28,"","","","",NA,NA,NA,"before 2002","US player"
237,237,"Adonal Foyle","6-10",265,"Colgate","St. Vincent &...",1997,1,"8",208.28,"","","","",NA,NA,NA,"before 2002","Foreign player"
238,238,"Tracy McGrady","6-8",225,"None","USA",1997,1,"9",203.2,"","","","",NA,NA,NA,"before 2002","US player"
239,239,"Michael Olowokandi","7-0",270,"Pacific","Nigeria",1998,1,"1",213.36,"","","","",NA,NA,NA,"before 2002","Foreign player"
240,240,"Paul Pierce","6-7",235,"Kansas","USA",1998,1,"10",200.66,"","","","",NA,NA,NA,"before 2002","US player"
241,241,"Bonzi Wells","6-5",213,"Ball State","USA",1998,1,"11",195.58,"","","","",NA,NA,NA,"before 2002","US player"
242,242,"Michael Doleac","6-11",262,"Utah","USA",1998,1,"12",210.82,"","","","",NA,NA,NA,"before 2002","US player"
243,243,"Keon Clark","6-11",221,"Nevada-Las Vegas","USA",1998,1,"13",210.82,"","","","",NA,NA,NA,"before 2002","US player"
244,244,"Michael Dickerson","6-5",190,"Arizona","USA",1998,1,"14",195.58,"","","","",NA,NA,NA,"before 2002","US player"
245,245,"Matt Harpring","6-7",231,"Georgia Tech","USA",1998,1,"15",200.66,"","","","",NA,NA,NA,"before 2002","US player"
246,246,"Bryce Drew","6-3",184,"Valparaiso","USA",1998,1,"16",190.5,"","","","",NA,NA,NA,"before 2002","US player"
247,247,"Rasho Nesterovic","7-0",248,"None","Slovenia",1998,1,"17",213.36,"","","","",NA,NA,NA,"before 2002","Foreign player"
248,248,"Pat Garrity","6-9",238,"Notre Dame","USA",1998,1,"19",205.74,"","","","",NA,NA,NA,"before 2002","US player"
249,249,"Mike Bibby","6-2",195,"Arizona","USA",1998,1,"2",187.96,"","","","",NA,NA,NA,"before 2002","US player"
250,250,"Ricky Davis","6-7",197,"Iowa","USA",1998,1,"21",200.66,"","","","",NA,NA,NA,"before 2002","US player"
251,251,"Brian Skinner","6-9",255,"Baylor","USA",1998,1,"22",205.74,"","","","",NA,NA,NA,"before 2002","US player"
252,252,"Tyronn Lue","6-0",178,"Nebraska","USA",1998,1,"23",182.88,"","","","",NA,NA,NA,"before 2002","US player"
253,253,"Felipe Lopez","6-5",195,"St. John's (NY)","Dominican Rep...",1998,1,"24",195.58,"","","","",NA,NA,NA,"before 2002","Foreign player"
254,254,"Al Harrington","6-9",250,"None","USA",1998,1,"25",205.74,"","","","",NA,NA,NA,"before 2002","US player"
255,255,"Vladimir Stepania","7-0",236,"None","Georgia",1998,1,"27",213.36,"","","","",NA,NA,NA,"before 2002","Foreign player"
256,256,"Corey Benjamin","6-6",200,"Oregon State","USA",1998,1,"28",198.12,"","","","",NA,NA,NA,"before 2002","US player"
257,257,"Nazr Mohammed","6-10",250,"Kentucky","USA",1998,1,"29",208.28,"","","","",NA,NA,NA,"before 2002","US player"
258,258,"Raef LaFrentz","6-11",245,"Kansas","USA",1998,1,"3",210.82,"","","","",NA,NA,NA,"before 2002","US player"
259,259,"Ansu Sesay","6-9",225,"Mississippi","USA",1998,2,"30",205.74,"","","","",NA,NA,NA,"before 2002","US player"
260,260,"Ruben Patterson","6-5",224,"Cincinnati","USA",1998,2,"31",195.58,"","","","",NA,NA,NA,"before 2002","US player"
261,261,"Rashard Lewis","6-10",230,"None","USA",1998,2,"32",208.28,"","","","",NA,NA,NA,"before 2002","US player"
262,262,"Jelani McCoy","6-10",245,"California-Los Angeles","USA",1998,2,"33",208.28,"","","","",NA,NA,NA,"before 2002","US player"
263,263,"Shammond Williams","6-1",201,"North Carolina","USA",1998,2,"34",185.42,"","","","",NA,NA,NA,"before 2002","US player"
264,264,"Bruno Sundov","7-2",246,"None","Croatia",1998,2,"35",218.44,"","","","",NA,NA,NA,"before 2002","Foreign player"
265,265,"Jerome James","7-1",272,"Florida A&M","USA",1998,2,"36",215.9,"","","","",NA,NA,NA,"before 2002","US player"
266,266,"Rafer Alston","6-2",171,"Fresno State","USA",1998,2,"39",187.96,"","","","",NA,NA,NA,"before 2002","US player"
267,267,"Antawn Jamison","6-9",235,"North Carolina","USA",1998,1,"4",205.74,"","","","",NA,NA,NA,"before 2002","US player"
268,268,"Cuttino Mobley","6-4",210,"Rhode Island","USA",1998,2,"41",193.04,"","","","",NA,NA,NA,"before 2002","US player"
269,269,"Jahidi White","6-9",290,"Georgetown","USA",1998,2,"43",205.74,"","","","",NA,NA,NA,"before 2002","US player"
270,270,"Sean Marks","6-10",250,"California","New Zealand",1998,2,"44",208.28,"","","","",NA,NA,NA,"before 2002","Foreign player"
271,271,"Vince Carter","6-6",220,"North Carolina","USA",1998,1,"5",198.12,"","","","",NA,NA,NA,"before 2002","US player"
272,272,"Derrick Dial","6-4",184,"Eastern Michigan","USA",1998,2,"52",193.04,"","","","",NA,NA,NA,"before 2002","US player"
273,273,"Greg Buckner","6-4",210,"Clemson","USA",1998,2,"53",193.04,"","","","",NA,NA,NA,"before 2002","US player"
274,274,"Tremaine Fowlkes","6-8",220,"Fresno State","USA",1998,2,"54",203.2,"","","","",NA,NA,NA,"before 2002","US player"
275,275,"Ryan Bowen","6-9",227,"Iowa","USA",1998,2,"55",205.74,"","","","",NA,NA,NA,"before 2002","US player"
276,276,"Torraye Braggs","6-8",245,"Xavier","USA",1998,2,"57",203.2,"","","","",NA,NA,NA,"before 2002","US player"
277,277,"Maceo Baston","6-10",230,"Michigan","USA",1998,2,"58",208.28,"","","","",NA,NA,NA,"before 2002","US player"
278,278,"Robert Traylor","6-8",284,"Michigan","USA",1998,1,"6",203.2,"","","","",NA,NA,NA,"before 2002","US player"
279,279,"Jason Williams","6-1",190,"Florida","USA",1998,1,"7",185.42,"","","","",NA,NA,NA,"before 2002","US player"
280,280,"Larry Hughes","6-5",185,"Saint Louis","USA",1998,1,"8",195.58,"","","","",NA,NA,NA,"before 2002","US player"
281,281,"Dirk Nowitzki","7-0",245,"None","Germany",1998,1,"9",213.36,"","","","",NA,NA,NA,"before 2002","Foreign player"
282,282,"Elton Brand","6-9",254,"Duke","USA",1999,1,"1",205.74,"","","","",NA,NA,NA,"before 2002","US player"
283,283,"Jason Terry","6-2",180,"Arizona","USA",1999,1,"10",187.96,"","","","",NA,NA,NA,"before 2002","US player"
284,284,"Trajan Langdon","6-3",197,"Duke","USA",1999,1,"11",190.5,"","","","",NA,NA,NA,"before 2002","US player"
285,285,"Aleksandar Radojevic","7-3",250,"Barton County C.C.","USA",1999,1,"12",220.98,"","","","",NA,NA,NA,"before 2002","US player"
286,286,"Corey Maggette","6-6",225,"Duke","USA",1999,1,"13",198.12,"","","","",NA,NA,NA,"before 2002","US player"
287,287,"Metta World Peace","6-7",260,"St. John's (NY)","USA",1999,1,"16",200.66,"","","","",NA,NA,NA,"before 2002","US player"
288,288,"Cal Bowdler","6-10",253,"Old Dominion","USA",1999,1,"17",208.28,"","","","",NA,NA,NA,"before 2002","US player"
289,289,"James Posey","6-8",215,"Xavier","USA",1999,1,"18",203.2,"","","","",NA,NA,NA,"before 2002","US player"
290,290,"Quincy Lewis","6-7",215,"Minnesota","USA",1999,1,"19",200.66,"","","","",NA,NA,NA,"before 2002","US player"
291,291,"Steve Francis","6-3",195,"Maryland","USA",1999,1,"2",190.5,"","","","",NA,NA,NA,"before 2002","US player"
292,292,"Dion Glover","6-5",228,"Georgia Tech","USA",1999,1,"20",195.58,"","","","",NA,NA,NA,"before 2002","US player"
293,293,"Jeff Foster","6-11",250,"S.W. Texas State","USA",1999,1,"21",210.82,"","","","",NA,NA,NA,"before 2002","US player"
294,294,"Kenny Thomas","6-7",245,"New Mexico","USA",1999,1,"22",200.66,"","","","",NA,NA,NA,"before 2002","US player"
295,295,"Devean George","6-8",220,"Augsburg","USA",1999,1,"23",203.2,"","","","",NA,NA,NA,"before 2002","US player"
296,296,"Andrei Kirilenko","6-9",210,"None","Russia",1999,1,"24",205.74,"","","","",NA,NA,NA,"before 2002","Foreign player"
297,297,"Vonteego Cummings","6-3",190,"Pittsburgh","USA",1999,1,"26",190.5,"","","","",NA,NA,NA,"before 2002","US player"
298,298,"Jumaine Jones","6-8",218,"Georgia","USA",1999,1,"27",203.2,"","","","",NA,NA,NA,"before 2002","US player"
299,299,"Scott Padgett","6-9",240,"Kentucky","USA",1999,1,"28",205.74,"","","","",NA,NA,NA,"before 2002","US player"
300,300,"Leon Smith","6-10",235,"None","USA",1999,1,"29",208.28,"","","","",NA,NA,NA,"before 2002","US player"
301,301,"Baron Davis","6-3",212,"California-Los Angeles","USA",1999,1,"3",190.5,"","","","",NA,NA,NA,"before 2002","US player"
302,302,"Michael Ruffin","6-8",248,"Tulsa","USA",1999,2,"32",203.2,"","","","",NA,NA,NA,"before 2002","US player"
303,303,"Chris Herren","6-2",190,"Fresno State","USA",1999,2,"33",187.96,"","","","",NA,NA,NA,"before 2002","US player"
304,304,"Evan Eschmeyer","6-11",255,"Northwestern","USA",1999,2,"34",210.82,"","","","",NA,NA,NA,"before 2002","US player"
305,305,"Calvin Booth","6-11",231,"Penn State","USA",1999,2,"35",210.82,"","","","",NA,NA,NA,"before 2002","US player"
306,306,"Wang Zhi-zhi","7-1",220,"None","China",1999,2,"36",215.9,"","","","",NA,NA,NA,"before 2002","Foreign player"
307,307,"Obinna Ekezie","6-9",270,"Maryland","Nigeria",1999,2,"37",205.74,"","","","",NA,NA,NA,"before 2002","Foreign player"
308,308,"Laron Profit","6-5",204,"Maryland","USA",1999,2,"38",195.58,"","","","",NA,NA,NA,"before 2002","US player"
309,309,"Lamar Odom","6-10",230,"Rhode Island","USA",1999,1,"4",208.28,"","","","",NA,NA,NA,"before 2002","US player"
310,310,"Gordan Giricek","6-6",220,"None","Croatia",1999,2,"40",198.12,"","","","",NA,NA,NA,"before 2002","Foreign player"
311,311,"Francisco Elson","7-0",240,"California","Netherlands",1999,2,"41",213.36,"","","","",NA,NA,NA,"before 2002","Foreign player"
312,312,"Lee Nailon","6-9",238,"Texas Christian","USA",1999,2,"43",205.74,"","","","",NA,NA,NA,"before 2002","US player"
313,313,"Todd MacCulloch","7-0",280,"Washington","Canada",1999,2,"47",213.36,"","","","",NA,NA,NA,"before 2002","Foreign player"
314,314,"Jonathan Bender","7-0",219,"None","USA",1999,1,"5",213.36,"","","","",NA,NA,NA,"before 2002","US player"
315,315,"Rodney Buford","6-5",189,"Creighton","USA",1999,2,"53",195.58,"","","","",NA,NA,NA,"before 2002","US player"
316,316,"Manu Ginobili","6-6",205,"None","Argentina",1999,2,"57",198.12,"","","","",NA,NA,NA,"before 2002","Foreign player"
317,317,"Wally Szczerbiak","6-7",244,"Miami (OH)","USA",1999,1,"6",200.66,"","","","",NA,NA,NA,"before 2002","US player"
318,318,"Richard Hamilton","6-7",193,"Connecticut","USA",1999,1,"7",200.66,"","","","",NA,NA,NA,"before 2002","US player"
319,319,"Andre Miller","6-2",200,"Utah","USA",1999,1,"8",187.96,"","","","",NA,NA,NA,"before 2002","US player"
320,320,"Shawn Marion","6-7",228,"Nevada-Las Vegas","USA",1999,1,"9",200.66,"","","","",NA,NA,NA,"before 2002","US player"
321,321,"Guy Rucker","6-9",270,"Iowa","USA",1999,NA,NA,205.74,"","","","",NA,NA,NA,"before 2002","US player"
322,322,"Kenyon Martin","6-9",240,"Cincinnati","USA",2000,1,"1",205.74,"","","","",NA,NA,NA,"before 2002","US player"
323,323,"Keyon Dooling","6-3",195,"Missouri","USA",2000,1,"10",190.5,"","","","",NA,NA,NA,"before 2002","US player"
324,324,"Jerome Moiso","6-10",232,"California-Los Angeles","France",2000,1,"11",208.28,"","","","",NA,NA,NA,"before 2002","Foreign player"
325,325,"Etan Thomas","6-10",260,"Syracuse","USA",2000,1,"12",208.28,"","","","",NA,NA,NA,"before 2002","US player"
326,326,"Courtney Alexander","6-6",205,"Fresno State","USA",2000,1,"13",198.12,"","","","",NA,NA,NA,"before 2002","US player"
327,327,"Mateen Cleaves","6-2",205,"Michigan State","USA",2000,1,"14",187.96,"","","","",NA,NA,NA,"before 2002","US player"
328,328,"Jason Collier","7-0",260,"Georgia Tech","USA",2000,1,"15",213.36,"","","","",NA,NA,NA,"before 2002","US player"
329,329,"Hedo Turkoglu","6-10",220,"None","Turkey",2000,1,"16",208.28,"","","","",NA,NA,NA,"before 2002","Foreign player"
330,330,"Desmond Mason","6-5",222,"Oklahoma State","USA",2000,1,"17",195.58,"","","","",NA,NA,NA,"before 2002","US player"
331,331,"Quentin Richardson","6-6",228,"DePaul","USA",2000,1,"18",198.12,"","","","",NA,NA,NA,"before 2002","US player"
332,332,"Jamaal Magloire","6-11",265,"Kentucky","Canada",2000,1,"19",210.82,"","","","",NA,NA,NA,"before 2002","Foreign player"
333,333,"Stromile Swift","6-9",225,"Louisiana State","USA",2000,1,"2",205.74,"","","","",NA,NA,NA,"before 2002","US player"
334,334,"Speedy Claxton","5-11",166,"Hofstra","USA",2000,1,"20",180.34,"-%","-","-","7' 10.5''","6' 0''",182.88,240.03,"before 2002","US player"
335,335,"Morris Peterson","6-7",218,"Michigan State","USA",2000,1,"21",200.66,"","","","",NA,NA,NA,"before 2002","US player"
336,336,"Donnell Harvey","6-8",220,"Florida","USA",2000,1,"22",203.2,"-%","-","-","8' 9.5''","7' 0.5''",214.63,267.97,"before 2002","US player"
337,337,"DeShawn Stevenson","6-5",218,"None","USA",2000,1,"23",195.58,"","","","",NA,NA,NA,"before 2002","US player"
338,338,"Dalibor Bagaric","7-1",270,"None","Croatia",2000,1,"24",215.9,"","","","",NA,NA,NA,"before 2002","Foreign player"
339,339,"Jake Tsakalidis","7-2",285,"None","Greece",2000,1,"25",218.44,"","","","",NA,NA,NA,"before 2002","Foreign player"
340,340,"Mamadou N'diaye","7-0",255,"Auburn","Senegal",2000,1,"26",213.36,"","","","",NA,NA,NA,"before 2002","Foreign player"
341,341,"Primoz Brezec","7-1",243,"None","Slovenia",2000,1,"27",215.9,"-%","-","-","9' 2''","7' 2''",218.44,279.4,"before 2002","Foreign player"
342,342,"Erick Barkley","6-1",177,"St. John's (NY)","USA",2000,1,"28",185.42,"","","","",NA,NA,NA,"before 2002","US player"
343,343,"Mark Madsen","6-9",236,"Stanford","USA",2000,1,"29",205.74,"-%","-","-","8' 8.5''","7' 0.5''",214.63,265.43,"before 2002","US player"
344,344,"Darius Miles","6-9",210,"None","USA",2000,1,"3",205.74,"","","","",NA,NA,NA,"before 2002","US player"
345,345,"Marko Jaric","6-7",224,"None","Serbia",2000,2,"30",200.66,"-%","-","-","8' 8''","6' 9''",205.74,264.16,"before 2002","Foreign player"
346,346,"Dan Langhi","6-11",220,"Vanderbilt","USA",2000,2,"31",210.82,"-%","-","-","8' 8''","6' 8''",203.2,264.16,"before 2002","US player"
347,347,"A.J. Guyton","6-1",180,"Indiana","USA",2000,2,"32",185.42,"-%","-","-","8' 1.5''","6' 3.75''",192.405,247.65,"before 2002","US player"
348,348,"Jake Voskuhl","6-11",245,"Connecticut","USA",2000,2,"33",210.82,"","","","",NA,NA,NA,"before 2002","US player"
349,349,"Mike Smith","6-8",195,"Louisiana-Monroe","USA",2000,2,"35",203.2,"-%","-","-","8' 7''","6' 8.5''",204.47,261.62,"before 2002","US player"
350,350,"Soumaila Samake","6-10",240,"None","Mali",2000,2,"36",208.28,"","","","",NA,NA,NA,"before 2002","Foreign player"
351,351,"Eddie House","6-1",180,"Arizona State","USA",2000,2,"37",185.42,"-%","-","-","7' 11''","6' 3.5''",191.77,241.3,"before 2002","US player"
352,352,"Eduardo Najera","6-8",235,"Oklahoma","Mexico",2000,2,"38",203.2,"-%","-","-","8' 8.5''","6' 11.5''",212.09,265.43,"before 2002","Foreign player"
353,353,"Lavor Postell","6-5",215,"St. John's (NY)","USA",2000,2,"39",195.58,"-%","-","-","8' 5.5''","6' 8.5''",204.47,257.81,"before 2002","US player"
354,354,"Marcus Fizer","6-9",262,"Iowa State","USA",2000,1,"4",205.74,"","","","",NA,NA,NA,"before 2002","US player"
355,355,"Hanno Mottola","6-11",247,"Utah","Finland",2000,2,"40",210.82,"","","","",NA,NA,NA,"before 2002","Foreign player"
356,356,"Olumide Oyedeji","6-10",255,"None","Nigeria",2000,2,"42",208.28,"","","","",NA,NA,NA,"before 2002","Foreign player"
357,357,"Michael Redd","6-6",215,"Ohio State","USA",2000,2,"43",198.12,"-%","-","-","8' 6''","6' 9''",205.74,259.08,"before 2002","US player"
358,358,"Brian Cardinal","6-8",240,"Purdue","USA",2000,2,"44",203.2,"","","","",NA,NA,NA,"before 2002","US player"
359,359,"Jabari Smith","6-11",250,"Louisiana State","USA",2000,2,"45",210.82,"-%","-","-","9' 1.5''","7' 2.5''",219.71,278.13,"before 2002","US player"
360,360,"Jason Hart","6-2",181,"Syracuse","USA",2000,2,"49",187.96,"-%","-","-","8' 1.5''","6' 6''",198.12,247.65,"before 2002","US player"
361,361,"Mike Miller","6-8",210,"Florida","USA",2000,1,"5",203.2,"","","","",NA,NA,NA,"before 2002","US player"
362,362,"Kaniel Dickens","6-8",215,"Idaho","USA",2000,2,"50",203.2,"","","","",NA,NA,NA,"before 2002","US player"
363,363,"Igor Rakocevic","6-2",184,"None","Serbia and Mo...",2000,2,"51",187.96,"-%","-","-","8' 4''","6' 5.25''",196.215,254,"before 2002","Foreign player"
364,364,"Ernest Brown","7-0",244,"Indian Hills Community College","USA",2000,2,"52",213.36,"-%","-","-","9' 1.5''","7' 1.25''",216.535,278.13,"before 2002","US player"
365,365,"Dan McClintock","7-0",270,"Northern Arizona","USA",2000,2,"53",213.36,"-%","-","-","8' 11''","7' 1.5''",217.17,271.78,"before 2002","US player"
366,366,"Chris Porter","6-7",218,"Auburn","",2000,2,"55",200.66,"-%","-","-","8' 7.5''","6' 9.5''",207.01,262.89,"before 2002","Foreign player"
367,367,"DerMarr Johnson","6-9",201,"Cincinnati","USA",2000,1,"6",205.74,"","","","",NA,NA,NA,"before 2002","US player"
368,368,"Chris Mihm","7-0",265,"Texas","USA",2000,1,"7",213.36,"","","","",NA,NA,NA,"before 2002","US player"
369,369,"Jamal Crawford","6-5",200,"Michigan","USA",2000,1,"8",195.58,"-%","-","-","8' 6.5''","6' 10''",208.28,260.35,"before 2002","US player"
370,370,"Joel Przybilla","7-1",245,"Minnesota","USA",2000,1,"9",215.9,"","","","",NA,NA,NA,"before 2002","US player"
371,371,"Kwame Brown","6-11",270,"None","USA",2001,1,"1",210.82,"8.90%","-","-","9' 0''","7' 1''",215.9,274.32,"before 2002","US player"
